Symbol,Name,Market Cap,Country,Sector
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,0,United States,Finance
BTAI,BioXcel Therapeutics Inc. Common Stock,22368325,United States,Health Care
BTBD,BT Brands Inc. Common Stock,10098962,United States,Consumer Discretionary
BTBT,Bit Digital Inc. Ordinary Shares,400510900,United States,Finance
BTCS,BTCS Inc. Common Stock,17145418,United States,Finance
BTM,Bitcoin Depot Inc. Class A Common Stock,94978475,United States,Finance
BTMD,Biote Corp. Class A Common Stock,323683687,United States,Health Care
BTMWW,Bitcoin Depot Inc. Warrant,2717106,United States,Finance
BTO,John Hancock Financial Opportunities Fund Common Stock,0,United States,Finance
BTOC,Armlogi Holding Corp. Common Stock,165152000,United States,Consumer Discretionary
BTOG,Bit Origin Limited Ordinary Shares,6626940,United States,Finance
BTSG,BrightSpring Health Services Inc. Common Stock,2318105386,United States,Health Care
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,8956939748,United States,Health Care
BTT,BlackRock Municipal 2030 Target Term Trust,0,United States,Finance
BTU,Peabody Energy Corporation Common Stock ,2609907000,United States,Energy
BTZ,BlackRock Credit Allocation Income Trust,1199217150,United States,Finance
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,0,United States,Finance
BURL,Burlington Stores Inc. Common Stock,17023314529,United States,Consumer Discretionary
BURU,Nuburu Inc. Common Stock,2238700,United States,Miscellaneous
BUSE,First Busey Corporation Class A Common Stock,1464577896,United States,Finance
BV,BrightView Holdings Inc. Common Stock,1389674000,United States,Consumer Discretionary
BVFL,BV Financial Inc. Common Stock,163755457,United States,Finance
BVS,Bioventus Inc. Class A Common Stock,852652408,United States,Health Care
BW,Babcock & Wilcox Enterprises Inc. Common Stock,108791202,United States,Industrials
BWA,BorgWarner Inc. Common Stock,7206610369,United States,Consumer Discretionary
BWB,Bridgewater Bancshares Inc. Common Stock,370865607,United States,Finance
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,545631921,United States,Finance
BWEN,Broadwind Inc. Common Stock,47488807,United States,Telecommunications
BWFG,Bankwell Financial Group Inc. Common Stock,237747646,United States,Finance
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,0,United States,Finance
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,5388060621,United States,Finance
BWMN,Bowman Consulting Group Ltd. Common Stock,408339159,United States,Consumer Discretionary
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,1839308883,United States,Industrials
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,2022317812,United States,Industrials
BWXT,BWX Technologies Inc. Common Stock,8826604862,United States,Industrials
BX,Blackstone Inc. Common Stock,1.03E+11,United States,Finance
BXC,Bluelinx Holdings Inc. Common Stock,801831081,United States,Consumer Discretionary
BXMT,Blackstone Mortgage Trust Inc. Common Stock,3199834661,United States,Real Estate
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,0,United States,Finance
BXP,BXP Inc. Common Stock,12048766550,United States,Real Estate
BY,Byline Bancorp Inc. Common Stock,1139269182,United States,Finance
BYD,Boyd Gaming Corporation Common Stock,5401149108,United States,Consumer Discretionary
BYFC,Broadway Financial Corporation Class A Common Stock,60682000,United States,Finance
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,0,United States,Finance
BYND,Beyond Meat Inc. Common Stock,401937232,United States,Consumer Staples
BYON,Beyond Inc. Common Stock,503714943,United States,Consumer Discretionary
BYRN,Byrna Technologies Inc. Common Stock,328898364,United States,Miscellaneous
BYSI,BeyondSpring Inc. Ordinary Shares,84302992,United States,Health Care
BZFD,BuzzFeed Inc. Class A Common Stock,93352467,United States,Consumer Discretionary
BZFDW,BuzzFeed Inc. Warrant,3779452,United States,Consumer Discretionary
BZH,Beazer Homes USA Inc. Common Stock,966648583,United States,Consumer Discretionary
C,Citigroup Inc. Common Stock,1.09E+11,United States,Finance
CABA,Cabaletta Bio Inc. Common Stock,208095347,United States,Health Care
CABO,Cable One Inc. Common Stock,1768719385,United States,Telecommunications
CAC,Camden National Corporation Common Stock,552665760,United States,Finance
CACC,Credit Acceptance Corporation Common Stock,5097956051,United States,Finance
CACI,CACI International Inc. Class A Common Stock,10466407684,United States,Technology
CADE,Cadence Bank Common Stock,5518806469,United States,Finance
CADL,Candel Therapeutics Inc. Common Stock,211438680,United States,Health Care
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,0,United States,Finance
CAG,ConAgra Brands Inc. Common Stock,15049229363,United States,Consumer Staples
CAH,Cardinal Health Inc. Common Stock,27639869629,United States,Health Care
CAKE,Cheesecake Factory Incorporated (The) Common Stock,1844619155,United States,Consumer Discretionary
CAL,Caleres Inc. Common Stock,1308582219,United States,Consumer Discretionary
CALC,CalciMedica Inc. Common Stock,47408188,United States,Health Care
CALM,Cal-Maine Foods Inc. Common Stock,3385636405,United States,Consumer Staples
CALX,Calix Inc Common Stock,2311572373,United States,Consumer Discretionary
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,783381306,United States,Energy
CAPR,Capricor Therapeutics Inc. Common Stock,136012727,United States,Health Care
CAR,Avis Budget Group Inc. Common Stock,2464746988,United States,Consumer Discretionary
CARA,Cara Therapeutics Inc. Common Stock,16097489,United States,Health Care
CARE,Carter Bankshares Inc. Common Stock,398466393,United States,Finance
CARG,CarGurus Inc. Class A Common Stock ,2826105179,United States,Technology
CARM,Carisma Therapeutics Inc. Common Stock,41524203,United States,Health Care
CARR,Carrier Global Corporation Common Stock ,66505734609,United States,Industrials
CARS,Cars.com Inc. Common Stock ,1120360384,United States,Technology
CART,Maplebear Inc. Common Stock,9211620627,United States,Consumer Discretionary
CARV,Carver Bancorp Inc. Common Stock,9368237,United States,Finance
CASH,Pathward Financial Inc. Common Stock,1625754883,United States,Finance
CASI,CASI Pharmaceuticals Inc. Ordinary Shares,116726450,United States,Health Care
CASS,Cass Information Systems Inc Common Stock,556900383,United States,Consumer Discretionary
CASY,Casey's General Stores Inc. Common Stock,13858365359,United States,Consumer Discretionary
CAT,Caterpillar Inc. Common Stock,1.62E+11,United States,Industrials
CATO,Cato Corporation (The) Class A Common Stock,89472022,United States,Consumer Discretionary
CATX,Perspective Therapeutics Inc. Common Stock,1055279500,United States,Health Care
CATY,Cathay General Bancorp Common Stock,2982803996,United States,Finance
CAVA,CAVA Group Inc. Common Stock,13861370446,United States,Consumer Discretionary
CBAN,Colony Bankcorp Inc. Common Stock,262441069,United States,Finance
CBFV,CB Financial Services Inc. Common Stock,140836942,United States,Finance
CBL,CBL & Associates Properties Inc. Common Stock,806179570,United States,Real Estate
CBNK,Capital Bancorp Inc. Common Stock,341003831,United States,Finance
CBRE,CBRE Group Inc Common Stock Class A,35889249550,United States,Finance
CBRG,Chain Bridge I Class A Ordinary Shares,0,United States,Finance
CBRL,Cracker Barrel Old Country Store Inc Common Stock,809939758,United States,Consumer Discretionary
CBSH,Commerce Bancshares Inc. Common Stock,7820155628,United States,Finance
CBT,Cabot Corporation Common Stock,5561876640,United States,Industrials
CBU,Community Financial System Inc. Common Stock,2959261353,United States,Finance
CBUS,Cibus Inc. Class A Common Stock,137555486,United States,Industrials
CBZ,CBIZ Inc. Common Stock,3278564333,United States,Consumer Discretionary
CC,Chemours Company (The) Common Stock,2540573392,United States,Industrials
CCAP,Crescent Capital BDC Inc. Common stock,669702154,United States,Finance
CCB,Coastal Financial Corporation Common Stock,660436824,United States,Finance
CCBG,Capital City Bank Group Common Stock,565855051,United States,Finance
CCCC,C4 Therapeutics Inc. Common Stock,416026518,United States,Health Care
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,6620511961,United States,Technology
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,0,United States,Finance
CCEL,Cryo-Cell International Inc. Common Stock,52724080,United States,Health Care
CCI,Crown Castle Inc. Common Stock,52208915182,United States,Real Estate
CCIX,Churchill Capital Corp IX Ordinary Shares,0,United States,
CCIXW,Churchill Capital Corp IX Warrant,0,United States,
CCK,Crown Holdings Inc.,10850413316,United States,Industrials
CCL,Carnival Corporation Common Stock,21669582933,United States,Consumer Discretionary
CCLD,CareCloud Inc. Common Stock,41344698,United States,Technology
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,202571184,United States,Technology
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,194725420,United States,Technology
CCNE,CNB Financial Corporation Common Stock,488827992,United States,Finance
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,490087858,United States,Finance
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,752978329,United States,Consumer Discretionary
CCOI,Cogent Communications Holdings Inc.,3434701574,United States,Consumer Discretionary
CCRD,CoreCard Corporation Common Stock,119083847,United States,Technology
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,455401977,United States,Consumer Discretionary
CCS,Century Communities Inc. Common Stock,2991993743,United States,Consumer Discretionary
CCSI,Consensus Cloud Solutions Inc. Common Stock,416047783,United States,Technology
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,0,United States,Finance
CCTSW,Cactus Acquisition Corp. 1 Limited Warrant,0,United States,Finance
CCZ,Comcast Holdings ZONES,2.16E+11,United States,Telecommunications
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,0,United States,Finance
CDAQU,Compass Digital Acquisition Corp. Unit,0,United States,Finance
CDAQW,Compass Digital Acquisition Corp. Warrant,0,United States,Finance
CDE,Coeur Mining Inc. Common Stock,2295669825,United States,Basic Materials
CDIO,Cardio Diagnostics Holdings Inc. Common stock,6960069,United States,Health Care
CDLX,Cardlytics Inc. Common Stock,163973942,United States,Technology
CDMO,Avid Bioservices Inc. Common Stock,676228145,United States,Health Care
CDNA,CareDx Inc. Common Stock,1504672428,United States,Health Care
CDNS,Cadence Design Systems Inc. Common Stock,72485630400,United States,Technology
CDP,COPT Defense Properties Common Shares of Beneficial Interest,3301774871,United States,Real Estate
CDRE,Cadre Holdings Inc. Common Stock,1398945187,United States,Health Care
CDT,Conduit Pharmaceuticals Inc. Common Stock,13680670,United States,Health Care
CDTTW,Conduit Pharmaceuticals Inc. Warrant,969647,United States,Health Care
CDTX,Cidara Therapeutics Inc. Common Stock,81784360,United States,Health Care
CDW,CDW Corporation Common Stock,28825604985,United States,Consumer Discretionary
CDXC,ChromaDex Corporation Common Stock,252098015,United States,Health Care
CDXS,Codexis Inc. Common Stock,193631739,United States,Industrials
CDZI,CADIZ Inc. Common Stock,203009521,United States,Utilities
CDZIP,Cadiz Inc. Depositary Shares,1025910993,United States,Utilities
CE,Celanese Corporation Common Stock,13166333811,United States,Industrials
CEAD,CEA Industries Inc. Common Stock,5343165,United States,Industrials
CECO,CECO Environmental Corp. Common Stock,917713703,United States,Industrials
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,0,United States,Finance
CEG,Constellation Energy Corporation Common Stock ,58551030230,United States,Utilities
CEIX,CONSOL Energy Inc. Common Stock ,2679192550,United States,Energy
CELC,Celcuity Inc. Common Stock,575426511,United States,Health Care
CELH,Celsius Holdings Inc. Common Stock,7709877664,United States,Consumer Staples
CELU,Celularity Inc. Class A Common Stock,64414919,United States,Health Care
CELZ,Creative Medical Technology Holdings Inc. Common Stock,4616535,United States,Finance
CENT,Central Garden & Pet Company Common Stock,2496700611,United States,Consumer Discretionary
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,2154188078,United States,Consumer Discretionary
CENX,Century Aluminum Company Common Stock,1185800633,United States,Industrials
CEP,Cantor Equity Partners Inc. Class A Ordinary Shares,287507422,United States,Finance
CERO,CERo Therapeutics Holdings Inc. Common Stock,4698483,United States,Health Care
CEROW,CERo Therapeutics Holdings Inc. Warrants,512469,United States,Health Care
CERS,Cerus Corporation Common Stock,379859276,United States,Technology
CERT,Certara Inc. Common Stock,1766558519,United States,Technology
CET,Central Securities Corporation Common Stock,10755575685,United States,Finance
CETX,Cemtrex Inc. Common Stock,2514481,United States,Technology
CETY,Clean Energy Technologies Inc. Common Stock,46751708,United States,Consumer Discretionary
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,77932011,United States,Finance
CEVA,CEVA Inc. Common Stock,578173820,United States,Technology
CF,CF Industries Holdings Inc. Common Stock,13972931551,United States,Industrials
CFB,CrossFirst Bankshares Inc. Common Stock,829986125,United States,Finance
CFBK,CF Bankshares Inc. Common Stock,140538420,United States,Finance
CFFI,C&F Financial Corporation Common Stock,186180745,United States,Finance
CFFN,Capitol Federal Financial Inc. Common Stock,755272193,United States,Finance
CFFS,CF Acquisition Corp. VII Class A Common Stock,0,United States,Finance
CFG,Citizens Financial Group Inc. Common Stock,17779596482,United States,Finance
CFLT,Confluent Inc. Class A Common Stock,6289880996,United States,Technology
CFR,Cullen/Frost Bankers Inc. Common Stock,6770218424,United States,Finance
CFSB,CFSB Bancorp Inc. Common Stock,44040743,United States,Finance
CG,The Carlyle Group Inc. Common Stock,13453163649,United States,Finance
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,6935061314,United States,Finance
CGBD,Carlyle Secured Lending Inc. Common Stock,851711672,United States,Finance
CGBDL,Carlyle Secured Lending Inc. 8.20% Notes due 2028,1301720525,United States,
CGEM,Cullinan Therapeutics Inc. Common Stock,1042420005,United States,Health Care
CGNX,Cognex Corporation Common Stock,6582202047,United States,Industrials
CGO,Calamos Global Total Return Fund Common Stock,0,United States,Finance
CGON,CG Oncology Inc. Common stock,0,United States,
CGTX,Cognition Therapeutics Inc. Common Stock,24388800,United States,Health Care
CHCI,Comstock Holding Companies Inc. Class A Common Stock,75738854,United States,Finance
CHCO,City Holding Company Common Stock,1676426299,United States,Finance
CHCT,Community Healthcare Trust Incorporated Common Stock,452001766,United States,Real Estate
CHD,Church & Dwight Company Inc. Common Stock,25279592873,United States,Consumer Discretionary
CHDN,Churchill Downs Incorporated Common Stock,10296675485,United States,Consumer Discretionary
CHE,Chemed Corp,8536738142,United States,Health Care
CHEF,The Chefs' Warehouse Inc. Common Stock,1553232447,United States,Consumer Discretionary
CHGG,Chegg Inc. Common Stock,199046168,United States,Real Estate
CHH,Choice Hotels International Inc. Common Stock,5709629894,United States,Consumer Discretionary
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,0,United States,Finance
CHK,Chesapeake Energy Corporation Common Stock,9497757247,United States,Energy
CHMG,Chemung Financial Corp Common Stock,221107556,United States,Finance
CHN,China Fund Inc. (The) Common Stock,0,United States,Finance
CHPT,ChargePoint Holdings Inc. Common Stock,578317972,United States,Consumer Discretionary
CHRD,Chord Energy Corporation Common Stock,8225651905,United States,Energy
CHRS,Coherus BioSciences Inc. Common Stock,153227415,United States,Health Care
CHRW,C.H. Robinson Worldwide Inc. Common Stock,11736533326,United States,Consumer Discretionary
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,320299278,United States,Industrials
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,314163277,United States,Industrials
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,318642558,United States,Industrials
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,330607761,United States,Industrials
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,371228091,United States,Industrials
CHTR,Charter Communications Inc. Class A Common Stock New,46736319448,United States,Telecommunications
CHUY,Chuy's Holdings Inc. Common Stock,641828079,United States,Consumer Discretionary
CHW,Calamos Global Dynamic Income Fund Common Stock,0,United States,Finance
CHWY,Chewy Inc. Class A Common Stock,12651968902,United States,Consumer Discretionary
CHX,ChampionX Corporation Common Stock ,5370195000,United States,Industrials
CHY,Calamos Convertible and High Income Fund Common Stock,0,United States,Finance
CI,The Cigna Group Common Stock,1.00E+11,United States,Health Care
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),152597956,United States,Finance
CIEN,Ciena Corporation Common Stock,7697969760,United States,Utilities
CIF,MFS Intermediate High Income Fund Common Stock,0,United States,Finance
CIFR,Cipher Mining Inc. Common Stock,1019718421,United States,Finance
CIFRW,Cipher Mining Inc. Warrant,289928973,United States,Finance
CII,Blackrock Capital and Income Fund Inc.,2844338446,United States,Finance
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,0,United States,Finance
CIM,Chimera Investment Corporation Common Stock,1240978025,United States,Real Estate
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,2051922134,United States,Real Estate
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,0,United States,Real Estate
CINF,Cincinnati Financial Corporation Common Stock,20931493967,United States,Finance
CING,Cingulate Inc. Common Stock,11262300,United States,Health Care
CINGW,Cingulate Inc. Warrants,118505,United States,Health Care
CION,CION Investment Corporation Common Stock,617397373,United States,Finance
CISO,CISO Global Inc. Common Stock,5324568,United States,Consumer Discretionary
CITE,Cartica Acquisition Corp Class A Ordinary Shares,0,United States,Finance
CITEW,Cartica Acquisition Corp Warrant,0,United States,Finance
CIVB,Civista Bancshares Inc. Common Stock,259978907,United States,Finance
CIVI,Civitas Resources Inc. Common Stock,5253837929,United States,Energy
CIX,CompX International Inc. Common Stock,345781895,United States,Consumer Discretionary
CKPT,Checkpoint Therapeutics Inc. Common Stock,99489429,United States,Health Care
CKX,CKX Lands Inc. Common Stock,27668987,United States,Energy
CL,Colgate-Palmolive Company Common Stock,86717458699,United States,Consumer Discretionary
CLAR,Clarus Corporation Common Stock,163806432,United States,Consumer Discretionary
CLBK,Columbia Financial Inc. Common Stock,1713336076,United States,Finance
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,395192388,United States,Real Estate
CLDX,Celldex Therapeutics Inc.,2760215497,United States,Health Care
CLF,Cleveland-Cliffs Inc. Common Stock,5209289997,United States,Basic Materials
CLFD,Clearfield Inc. Common Stock,534207621,United States,Utilities
CLH,Clean Harbors Inc. Common Stock,12943707253,United States,Industrials
CLIR,ClearSign Technologies Corporation Common Stock (DE),40666582,United States,Industrials
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,0,United States,Finance
CLMB,Climb Global Solutions Inc. Common Stock,401712088,United States,Technology
CLMT,Calumet Inc. Common Stock,1290982116,United States,Energy
CLNE,Clean Energy Fuels Corp. Common Stock,639002364,United States,Utilities
CLNN,Clene Inc. Common Stock,39402708,United States,Health Care
CLOV,Clover Health Investments Corp. Class A Common Stock,1318292185,United States,Health Care
CLPR,Clipper Realty Inc. Common Stock,82154952,United States,Real Estate
CLPT,ClearPoint Neuro Inc. Common Stock,336943485,United States,Health Care
CLRB,Cellectar Biosciences Inc.  Common Stock,74924251,United States,Health Care
CLRO,ClearOne Inc. (DE) Common Stock,14141797,United States,Utilities
CLSD,Clearside Biomedical Inc. Common Stock,97916699,United States,Health Care
CLSK,CleanSpark Inc. Common Stock,2305026746,United States,Finance
CLST,Catalyst Bancorp Inc. Common Stock,49027423,United States,Finance
CLW,Clearwater Paper Corporation Common Stock,465530828,United States,Basic Materials
CLX,Clorox Company (The) Common Stock,20312054765,United States,Consumer Discretionary
CMA,Comerica Incorporated Common Stock,7485235532,United States,Finance
CMAX,CareMax Inc. Class A Common Stock,6943247,United States,Health Care
CMC,Commercial Metals Company Common Stock,5596681081,United States,Industrials
CMCO,Columbus McKinnon Corporation Common Stock,867276880,United States,Industrials
CMCSA,Comcast Corporation Class A Common Stock,1.50E+11,United States,Telecommunications
CMCT,Creative Media & Community Trust Corporation Common stock,43294808,United States,Real Estate
CME,CME Group Inc. Class A Common Stock,78713554703,United States,Finance
CMG,Chipotle Mexican Grill Inc. Common Stock,76403066040,United States,Consumer Discretionary
CMI,Cummins Inc. Common Stock,40204297431,United States,Industrials
CMLS,Cumulus Media Inc. Class A Common Stock,26081765,United States,Consumer Discretionary
CMP,Compass Minerals Intl Inc Common Stock,347617477,United States,Industrials
CMPO,CompoSecure Inc. Class A Common Stock,976358439,United States,Finance
CMPOW,CompoSecure Inc. Warrant,203954070,United States,Finance
CMPX,Compass Therapeutics Inc. Common Stock,206383757,United States,Health Care
CMRX,Chimerix Inc. Common Stock,77474672,United States,Health Care
CMS,CMS Energy Corporation Common Stock,20681038993,United States,Utilities
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,7560842076,United States,Utilities
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,7539931015,United States,Utilities
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,7507070777,United States,Utilities
CMT,Core Molding Technologies Inc Common Stock,161782968,United States,Industrials
CMTG,Claros Mortgage Trust Inc. Common Stock,1068559590,United States,Finance
CMTL,Comtech Telecommunications Corp. Common Stock,94027385,United States,Technology
CMU,MFS Municipal Income Trust Common Stock,102820890,United States,Finance
CNA,CNA Financial Corporation Common Stock,13392859238,United States,Finance
CNC,Centene Corporation Common Stock,38647424100,United States,Health Care
CNDT,Conduent Incorporated Common Stock ,605745480,United States,Consumer Discretionary
CNFR,Conifer Holdings Inc. Common Stock,13689627,United States,Finance
CNFRZ,Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028,268414467,United States,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,3454903087,United States,Consumer Discretionary
CNM,Core & Main Inc. Class A Common Stock,7803880162,United States,Consumer Discretionary
CNMD,CONMED Corporation Common Stock,2260094883,United States,Health Care
CNNE,Cannae Holdings Inc. Common Stock,1171883169,United States,Consumer Discretionary
CNO,CNO Financial Group Inc. Common Stock,3396111870,United States,Finance
CNOB,ConnectOne Bancorp Inc. Common Stock,931196627,United States,Finance
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,793869104,United States,Finance
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,17942977091,United States,Utilities
CNS,Cohen & Steers Inc Common Stock,4488944606,United States,Finance
CNSL,Consolidated Communications Holdings Inc. Common Stock,542625077,United States,Telecommunications
CNSP,CNS Pharmaceuticals Inc. Common Stock,5072702,United States,Health Care
CNTM,ConnectM Technology Solutions Inc. Common Stock,24127025,United States,Consumer Discretionary
CNTX,Context Therapeutics Inc. Common Stock,160496388,United States,Health Care
CNTY,Century Casinos Inc. Common Stock,73791660,United States,Consumer Discretionary
CNVS,Cineverse Corp. Class A Common Stock,11779756,United States,Consumer Discretionary
CNX,CNX Resources Corporation Common Stock,4086150081,United States,Energy
CNXC,Concentrix Corporation Common Stock,4474380881,United States,Technology
CNXN,PC Connection Inc. Common Stock,1838946548,United States,Consumer Discretionary
COCH,Envoy Medical Inc. Class A Common Stock,62327943,United States,Health Care
COCHW,Envoy Medical Inc Warrant,1277919,United States,Health Care
COCO,The Vita Coco Company Inc. Common Stock,1491670785,United States,Consumer Staples
COCP,Cocrystal Pharma Inc. Common Stock,16379802,United States,Health Care
CODA,Coda Octopus Group Inc. Common stock,76214748,United States,Industrials
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,1532715314,United States,Consumer Discretionary
CODX,Co-Diagnostics Inc. Common Stock,40207863,United States,Health Care
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,7343968,United States,Health Care
COF,Capital One Financial Corporation Common Stock,52108089683,United States,Finance
COFS,ChoiceOne Financial Services Inc. Common Stock,269799749,United States,Finance
COGT,Cogent Biosciences Inc. Common Stock,1172214459,United States,Health Care
COHN,Cohen & Company Inc.,17492863,United States,Finance
COHR,Coherent Corp. Common Stock,11554250017,United States,Technology
COHU,Cohu Inc. Common Stock,1118092877,United States,Industrials
COIN,Coinbase Global Inc. Class A Common Stock,39048273227,United States,Finance
COKE,Coca-Cola Consolidated Inc. Common Stock,11195096481,United States,Consumer Staples
COLB,Columbia Banking System Inc. Common Stock,4918620947,United States,Finance
COLD,Americold Realty Trust Inc. Common Stock,8266085269,United States,Real Estate
COLL,Collegium Pharmaceutical Inc. Common Stock,1166137786,United States,Health Care
COLM,Columbia Sportswear Company Common Stock,4726318247,United States,Consumer Discretionary
COMM,CommScope Holding Company Inc. Common Stock,1109469946,United States,Technology
COMP,Compass Inc. Class A Common Stock,3026146532,United States,Technology
COO,The Cooper Companies Inc. Common Stock,21610374482,United States,Health Care
COOK,Traeger Inc. Common Stock,422060060,United States,Consumer Discretionary
COOP,Mr. Cooper Group Inc. Common Stock,5666839508,United States,Finance
COP,ConocoPhillips Common Stock,1.19E+11,United States,Energy
COR,Cencora Inc. Common Stock,46546401238,United States,Health Care
CORT,Corcept Therapeutics Incorporated Common Stock,3714707273,United States,Health Care
CORZ,Core Scientific Inc. Common Stock,2574485603,United States,Finance
CORZW,Core Scientific Inc. Tranche 1 Warrants,1335014099,United States,Finance
CORZZ,Core Scientific Inc. Tranche 2 Warrants,2571903371,United States,Finance
COSM,Cosmos Health Inc. Common Stock,19082405,United States,Health Care
COST,Costco Wholesale Corporation Common Stock,3.99E+11,United States,Consumer Discretionary
COTY,Coty Inc. Class A Common Stock,7697787030,United States,Consumer Discretionary
COUR,Coursera Inc. Common Stock,1209822946,United States,Technology
COYA,Coya Therapeutics Inc. Common Stock,90718996,United States,Health Care
CPAY,Corpay Inc. Common Stock,21299946685,United States,Consumer Discretionary
CPB,Campbell Soup Company Common Stock,14670937909,United States,Consumer Staples
CPBI,Central Plains Bancshares Inc. Common Stock,47586989,United States,Finance
CPF,Central Pacific Financial Corp New,709608746,United States,Finance
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,94649707,United States,Consumer Discretionary
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,19030399,United States,Health Care
CPK,Chesapeake Utilities Corporation Common Stock,2677378533,United States,Utilities
CPNG,Coupang Inc. Class A Common Stock,42008556837,United States,Consumer Discretionary
CPRT,Copart Inc. (DE) Common Stock,47518255636,United States,Consumer Discretionary
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,2309666476,United States,Health Care
CPS,Cooper-Standard Holdings Inc. Common Stock,228263194,United States,Consumer Discretionary
CPSH,CPS Technologies Corp. Common Stock,19900565,United States,Consumer Discretionary
CPSS,Consumer Portfolio Services Inc. Common Stock,202181316,United States,Finance
CPT,Camden Property Trust Common Stock,13065973439,United States,Real Estate
CPTN,Cepton Inc. Common Stock,48931781,United States,Consumer Discretionary
CPTNW,Cepton Inc. Warrant,115511,United States,Consumer Discretionary
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,304299007,United States,Finance
CQP,Cheniere Energy Partners LP Common Units,23485796588,United States,Utilities
CR,Crane Company Common Stock,8468231749,United States,Industrials
CRAI,CRA International Inc. Common Stock,1059872064,United States,Consumer Discretionary
CRBG,Corebridge Financial Inc. Common Stock,15871881962,United States,Finance
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,634836077,United States,Health Care
CRBU,Caribou Biosciences Inc. Common Stock,184340053,United States,Health Care
CRC,California Resources Corporation Common Stock,4316796000,United States,Energy
CRCT,Cricut Inc. Class A Common Stock,1237624874,United States,Technology
CRD/A,Crawford & Company,,United States,
CRD/B,Crawford & Company,,United States,
CRDF,Cardiff Oncology Inc. Common Stock,107529655,United States,Health Care
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,4425616926,United States,Technology
CREX,Creative Realities Inc. Common Stock,47950165,United States,Technology
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,0,United States,Finance
CRGX,CARGO Therapeutics Inc. Common Stock,1008983855,United States,
CRGY,Crescent Energy Company Class A Common Stock,1829661315,United States,Energy
